CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Total_Revenue,PC1,PC2
12346.0,326,1,77183.6,3,High-Value Loyal Customers,77183.6,4.10755358369739,5.439993236315901
12347.0,2,7,4310.0,0,Regular Customers,4310.0,0.743043929739806,-0.6707557125182538
12348.0,75,4,1797.24,0,Regular Customers,1797.24,0.025229649381672513,-0.17467490673720387
12349.0,19,1,1757.55,0,Regular Customers,1757.55,-0.0274908018297632,-0.7346032008154799
12350.0,310,1,334.4,1,At-Risk / Inactive Customers,334.4,-1.2355926551807852,1.8346850586250087
12352.0,36,8,2506.04,0,Regular Customers,2506.04,0.5744479120671848,-0.4271836538142374
12353.0,204,1,89.0,1,At-Risk / Inactive Customers,89.0,-0.8492386842218462,0.8643992940851731
12354.0,232,1,1079.4,1,At-Risk / Inactive Customers,1079.4,-0.8862074546365422,1.1623799239549375
12355.0,214,1,459.4,1,At-Risk / Inactive Customers,459.4,-0.8612684699517148,0.9715723049881612
12356.0,23,3,2811.43,0,Regular Customers,2811.43,0.2068263527687542,-0.6166993240871665
12357.0,33,1,6207.67,0,Regular Customers,6207.67,0.23213647794423736,-0.40752291797141654
12358.0,2,2,1168.06,0,Regular Customers,1168.06,0.0835052375551541,-0.8978625049517851
12359.0,58,4,6310.03,0,Regular Customers,6310.03,0.40730097373729723,-0.12530370479198852
12360.0,52,3,2662.06,0,Regular Customers,2662.06,0.0859008215385227,-0.36099312371462566
12361.0,287,1,189.9,1,At-Risk / Inactive Customers,189.9,-1.1581780712063228,1.6200422418937697
12362.0,3,10,5226.23,0,Regular Customers,5226.23,1.066823644781104,-0.5690733249176687
12363.0,110,2,552.0,0,Regular Customers,552.0,-0.3710422632583469,0.0517305144195846
12364.0,8,4,1313.1,0,Regular Customers,1313.1,0.24629708044591983,-0.8027848938372398
12365.0,291,2,641.38,1,At-Risk / Inactive Customers,641.38,-1.0539411677758315,1.6936949992517238
12367.0,4,1,168.9,0,Regular Customers,168.9,-0.08209064082545074,-0.9418809378542182
12370.0,51,4,3541.94,0,Regular Customers,3541.94,0.23930123212514906,-0.3132964761720783
12371.0,45,2,1887.96,0,Regular Customers,1887.96,-0.02959991658139949,-0.4763216250817952
12372.0,72,3,1298.04,0,Regular Customers,1298.04,-0.08617059205355636,-0.2414271040969629
12373.0,311,1,364.6,1,At-Risk / Inactive Customers,364.6,-1.2372766254776175,1.8450943546531315
12374.0,25,1,742.9300000000001,0,Regular Customers,742.9300000000001,-0.12168519717937674,-0.7259951751512144
12375.0,11,2,457.5,0,Regular Customers,457.5,-0.0007304702387390634,-0.8484144917043243
12377.0,315,2,1628.12,1,At-Risk / Inactive Customers,1628.12,-1.075936722130199,1.955313256848648
12378.0,130,1,4008.62,0,Regular Customers,4008.62,-0.29184343707035376,0.3712447965937556
12379.0,82,2,852.24,0,Regular Customers,852.24,-0.2433151363430068,-0.18813262225630842
12380.0,22,4,2724.81,0,Regular Customers,2724.81,0.29226207021254247,-0.6125241520698443
12381.0,5,5,1845.31,0,Regular Customers,1845.31,0.38286448242896054,-0.7888426006625081
12383.0,185,5,1850.56,1,At-Risk / Inactive Customers,1850.56,-0.3021428324447624,0.8402841213281862
12384.0,29,2,585.27,0,Regular Customers,585.27,-0.0602832789336018,-0.6797719797192153
12386.0,338,2,401.9,1,At-Risk / Inactive Customers,401.9,-1.2497409224365301,2.1082325795996106
12388.0,16,6,2780.66,0,Regular Customers,2780.66,0.494473800652424,-0.6300554524979043
12390.0,80,1,549.84,0,Regular Customers,549.84,-0.3446839648597586,-0.2369735289448996
12391.0,22,1,439.66,0,Regular Customers,439.66,-0.1315883315974016,-0.7667995890503281
12393.0,72,4,1582.6000000000001,0,Regular Customers,1582.6000000000001,0.02155901444967952,-0.21148831352219366
12394.0,64,2,1272.48,0,Regular Customers,1272.48,-0.14522603019423122,-0.33209825498370554
12395.0,19,12,3018.63,0,Regular Customers,3018.63,1.02610036514358,-0.4894411392314434
12397.0,36,2,2409.9,0,Regular Customers,2409.9,0.041371952184452124,-0.534263193128602
12398.0,46,1,1635.6599999999999,0,Regular Customers,1635.6599999999999,-0.13886863330089463,-0.49575835786994965
12399.0,119,4,1108.65,0,Regular Customers,1108.65,-0.19072877083823198,0.19249108745021506
12401.0,303,1,84.3,1,At-Risk / Inactive Customers,84.3,-1.2265262636457683,1.7600773262079419
12402.0,323,1,225.6,1,At-Risk / Inactive Customers,225.6,-1.29274293136948,1.9474278750937184
12403.0,50,1,427.7,0,Regular Customers,427.7,-0.2390434856837532,-0.5139552097832173
12405.0,149,1,1710.39,1,At-Risk / Inactive Customers,1710.39,-0.5258012499962852,0.43969396809890926
12406.0,22,2,3415.3,0,Regular Customers,3415.3,0.16537917084254286,-0.6156815203002634
12407.0,50,5,1708.1200000000001,0,Regular Customers,1708.1200000000001,0.20187309870585735,-0.38779768494903794
12408.0,33,5,2888.55,0,Regular Customers,2888.55,0.3496114434014013,-0.48848258665745886
12409.0,79,3,11072.67,0,Regular Customers,11072.67,0.5745320373941026,0.2620700223027972
12410.0,309,2,693.3299999999999,1,At-Risk / Inactive Customers,693.3299999999999,-1.118825671280927,1.8589233381645902
12412.0,75,3,1226.88,0,Regular Customers,1226.88,-0.10259753529044399,-0.2174832655531623
12413.0,67,3,758.1,0,Regular Customers,758.1,-0.10510116762679117,-0.3109875446005194
12414.0,217,3,562.41,1,At-Risk / Inactive Customers,562.41,-0.6900092530085806,1.0376091341396607
